Russian	English	Category	Confidence	Sources	Issues
реланиум	diazepam		reference_only	baldwin_reference	
религиозные традиции и обряды	practices		reference_only	baldwin_reference	
ремиттирующий	remittent		reference_only	baldwin_reference	
рентген	x-ray	test	reference_only	my_medlineplus	
рентген	x-rays	test	reference_only	my_medlineplus	
рентген (единица дозы излучения	unit		reference_only	baldwin_reference	
рентген грудной клетки	chest x-ray	test	reference_only	my_medlineplus	
рентген зубов	dental x-rays	test	reference_only	my_medlineplus	
рентген после введения в лёгочную артерию контрастного вещества	angiography		reference_only	baldwin_reference	
рентген с барием	barium x-ray	test	reference_only	my_medlineplus	
рентген с барием	barium x-rays	test	reference_only	my_medlineplus	
рентгеновская алопеция	roentgen		reference_only	baldwin_reference	
рентгеновская алопеция	alopecia		reference_only	baldwin_reference	
рентгеновская плёнка	film		reference_only	baldwin_reference	
рентгеновская трубка	tube		reference_only	baldwin_reference	
рентгеновская эритема	erithema		reference_only	baldwin_reference	
рентгеновские снимки	x-ray pictures	test	reference_only	my_medlineplus	
рентгеновские снимки	x-rays	test	reference_only	my_medlineplus	
рентгеновский дерматит	dermatitis		reference_only	baldwin_reference	
рентгеновский кабинет	room		reference_only	baldwin_reference	
рентгеновский снимок	roentgenogram		reference_only	baldwin_reference	
рентгеновский снимок	roentgenograph		reference_only	baldwin_reference	
рентгеновский снимок	image		reference_only	baldwin_reference	
рентгеновский снимок	picture		reference_only	baldwin_reference	
рентгеновский снимок	x-ray	test	reference_only	my_medlineplus	
рентгеновский снимок грудной клетки	chest x-ray	test	reference_only	my_medlineplus	
рентгеновский стол	x-ray table	other_medical	reference_only	my_medlineplus	
рентгеновский экран	screen		reference_only	baldwin_reference	
рентгеновское исследование	x-ray test	test	reference_only	my_medlineplus	
рентгеновское облучение	exposure		reference_only	baldwin_reference	
рентгенограмма	roentgenogram		reference_only	baldwin_reference	
рентгенограмма	roentgenograph		reference_only	baldwin_reference	
рентгенограмма вен	phlebogram		reference_only	baldwin_reference	
рентгенограмма грудной клетки	radiogram		reference_only	baldwin_reference	
рентгенограмма контрастированной почки	nephrogram		reference_only	baldwin_reference	
рентгенограмма матки	hysterogram		reference_only	baldwin_reference	
рентгенографический анализ	analysis		reference_only	baldwin_reference	
рентгенография железы	adenography		reference_only	baldwin_reference	
рентгенография легких	chest x-ray	test	reference_only	my_medlineplus	
рентгенография органов грудной клетки	CXR		reference_only	baldwin_reference	
рентгенография органов грудной клетки	chest x-ray	test	reference_only	my_medlineplus	
рентгенография плода	fetography		reference_only	baldwin_reference	
рентгенография с двойным контрастированием	radiography		reference_only	baldwin_reference	
