source_term,target_term,source,quality,notes,status,category
) бактерии,bacterium,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скорость потока,respiratory airflow rate,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скотометр,scotometer,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скотометрия,scotometry,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скотопический,scotopic,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скрофулодерма,scrofuloderma,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скрофулодерма,strumoderma,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скрофулёз,scrofulosis,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скручивающая боль,twisting pain,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скрытая тетания,latent tetany,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скула,bone,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
скуловой,zygomatic,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слабеющее зрение,failing sight,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слабовидящий,sighted,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слабый желудок,queasy stomach,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слабый фаг,weak phage,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
следующий,following,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слеза,tear,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слезоотделение,lacrimation,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слезоотделение,tearing,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слезящийся глаз,runny eye,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слепоглухой,deafblind,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слепоглухота,deafblindness,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слепота,ablepsia,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слепота,ablepsy,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слепота,cecity,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слизеобразующий,gelatinous carcinoma,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слизистая выстилка,mucosal lining,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слизистая железа,mucous gland,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слизистая клетка,mucous cell,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слизистая оболочка желудка,gastric mucosa,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слизистая оболочка матки,uterine lining,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слизистая оболочка носа,nasal mucosa,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слизистая ткань,mucoid tissue,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слизистый,mucous,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слоистый,stratified,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слой,layer,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
сломанный,broken,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
служба санитарно-эпидемиологической разведки,epidemic intelligence service (EIS),Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слух,of hearing,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слуховая [акустическая],acoustic agnosia,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слуховая [евстахиева] труба,eustachian tube,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слуховая афазия,acoustic aphasia,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слуховая система,auditory system,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слуховое восприятие,acoustic sense,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слуховое давление,acoustic pressure,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слуховой анализатор,acoustic analyzer,Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
слуховой проход,auditory [acoustic],Baldwin Routledge medical dictionary DOCX,strict_candidate,Robust bold-run extraction; still review before approval,safe_candidate,
