source_text,target_text,quality,notes,tm_status
дневное [фотопическое] зрение,vision,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотопсия,photopsy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
флюорография,photoradiography,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотосканограмма,photoscan,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотостимуляция,photostimulation,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фотостимулятор,photostimulus,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"фотостресс, световой удар",photostress,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фототерапия,phototherapy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
диафрагма; психика,phren,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
маньяк; маниакальный; одержимый,phrenetic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"диафрагмальный, грудобрюшинный; психический",phrenic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
френикоэктерез,phrenicectomy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
френикотрипсия,phreniclasia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
френикотомия,phrenicotomy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
френокардия,phrenocardia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
френоколопексия,phrenocolopexy,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
френоптоз,phrenoptosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"френоспазм, кардиоспазм",phrenospasm,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фринодерма,phrynoderma,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
фталаты (пластификаторы для пластмасс),phthalates,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
лобковая вшивость,phthiriasis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
туберкулёз лёгких,phthysis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
физиотерапевт,physiatrist,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"физический; соматический, телесный; (exam) профилактический медицинский осмотр",physical,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
морфологический возраст,age,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
медицинский осмотр,assessment,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
синдром физической зависимости,dependence,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
