Russian	English	Confidence	Sources
скрининг-тест с охлаждением	cold antibody lysis test	needs_human_review	akzhigitov_2_5
скручивание  трубки	kinking of the tube	needs_human_review	akzhigitov_2_5
скручивание артерии с окружающими тканями	acutorsion	needs_human_review	akzhigitov_2_5
скрываться от психиатрического наблюдения	to abscond from a psychiatric unit	needs_human_review	akzhigitov_2_5
скрывающийся  зоб	diving goiter; plunging goiter	needs_human_review	akzhigitov_2_5
скрытая  желтуха	latent jaundice	needs_human_review	akzhigitov_2_5
скрытая  летальность	hidden mortality	needs_human_review	akzhigitov_2_5
скрытое  действие	latent effect	needs_human_review	akzhigitov_2_5
скрытое  содержание	latent content	needs_human_review	akzhigitov_2_5
скрытое вхождение в цикл	entrainment with concealed fusion	needs_human_review	akzhigitov_2_5
скрытый  диабет	occult diabetes	needs_human_review	akzhigitov_2_5
скрытый  период	latency day; latent phase	needs_human_review	akzhigitov_2_5
скрытый  рак	occult cancer	needs_human_review	akzhigitov_2_5
скрытый  сифилис	latent syphilis	needs_human_review	akzhigitov_2_5
скрытый  тиреоидит	silent thyroiditis	needs_human_review	akzhigitov_2_5
скудность речевого содержания	poverty of speech content	needs_human_review	akzhigitov_2_5
скуловисочное отверстие	zygomaticotemporal foramen, pi. foramina	needs_human_review	akzhigitov_2_5
скулоглазничное отверстие	zygomaticoorbital foramen, pi. foramina	needs_human_review	akzhigitov_2_5
скулолицевое отверстие	zygomaticofacial foramen, pi. foramina	needs_human_review	akzhigitov_2_5
скученность зубов	overcrowdedness, overcrowding of teeth	needs_human_review	akzhigitov_2_5
Скэтчарда построение графиков	Scattchard plot enzyme-linked immunospot	needs_human_review	akzhigitov_2_5
слабая  мышца	limp muscle	needs_human_review	akzhigitov_2_5
слабость  концепции	proof of concept	needs_human_review	akzhigitov_2_5
слабость  связок	ligament instability	needs_human_review	akzhigitov_2_5
слабость  сердца	myasthenia cordis	needs_human_review	akzhigitov_2_5
слабость прикрепления связок	laxity of the ligamentons attachments	needs_human_review	akzhigitov_2_5
слабость синусового	sinoatrial blister	needs_human_review	akzhigitov_2_5
слабоумие при болезни	dementia in Alzheimer's disease	needs_human_review	akzhigitov_2_5
слабоумный  интеллект	demented intellect	needs_human_review	akzhigitov_2_5
слабые  родители	lax parents	needs_human_review	akzhigitov_2_5
слабый  ребёнок	delicate atopic	needs_human_review	akzhigitov_2_5
следить за своим здоровьем	to look after one's health	needs_human_review	akzhigitov_2_5
следовые антитела	minute lymphocyte function-associated -ies	needs_human_review	akzhigitov_2_5
слезные  пути	lacrimal passages	needs_human_review	akzhigitov_2_5
слепоi а на фиолетовый цвет	amianthinopsy	needs_human_review	akzhigitov_2_5
слепой  метод	anonymous choosing	needs_human_review	akzhigitov_2_5
слечь	to take one's bed	needs_human_review	akzhigitov_2_5
сливать с осадка	rack2	needs_human_review	akzhigitov_2_5
сливающийся папулёзный	confluent and reticulated papillomatosis	needs_human_review	akzhigitov_2_5
сливные  желудочковые	fusion	needs_human_review	akzhigitov_2_5
слившиеся  позвонки	block vertebra, pi. vertebrae	needs_human_review	akzhigitov_2_5
слившиеся нежизнеспособные клетки	noncorrectly fused mitogen-responsive -s	needs_human_review	akzhigitov_2_5
слившиеся под действием вируса	Sendai virus-fused allospecific cytoxic	needs_human_review	akzhigitov_2_5
слизевая  кислота	mucic fluorhydric	needs_human_review	akzhigitov_2_5
слизеобразующий  рак	mucinous carcinoma; pultaceous cancer	needs_human_review	akzhigitov_2_5
слизистая оболочка альвеолярного отростка челюсти	alveolar mucosa	needs_human_review	akzhigitov_2_5
слизистая пробка в шейке матки	cervical plug	needs_human_review	akzhigitov_2_5
слизисто-кожный лейшманиоз Нового Света	mucocutaneous leishmaniasis	needs_human_review	akzhigitov_2_5
слизистые выделения из прямой кишки	proctorrhea	needs_human_review	akzhigitov_2_5
слизистые или водянистые выделения	rheum(a)	needs_human_review	akzhigitov_2_5
слизистый  барьер желудка	gastric mucosal barrier	needs_human_review	akzhigitov_2_5
слизистый стул с прожилками крови	Trelat's stools	needs_human_review	akzhigitov_2_5
слизь с гноем	mucopus	needs_human_review	akzhigitov_2_5
слипчивый  перитонит	adhesive peritonitis; pachyperitonitis	needs_human_review	akzhigitov_2_5
слияние  печёночных	hepatic duct junction	needs_human_review	akzhigitov_2_5
слияние липосом с плазматической мембраной	snapping	needs_human_review	akzhigitov_2_5
слияние мужской и женской	union of male and female	needs_human_review	akzhigitov_2_5
словесно-поведенческая оцеscalenectomy резекция лестничных мышц	word behavior rating scalene	needs_human_review	akzhigitov_2_5
сложная  анизометропия	antimetropia	needs_human_review	akzhigitov_2_5
